Pathway,proteincounts.per.pahtway.all,counts,p_value,FDR,Enrich_factor,hited.proteins,Type
coenzyme A biosynthetic process [GO:0015937],1,1,0.8650000000000001,0.9605665722379605,1,Q949P3,BP
RNA splicing [GO:0008380],16,4,0.8405515536310977,0.9605665722379605,0.25,Q949S9/Q9LNC5/Q9LFN6/Q9SHY8,BP
circadian regulation of gene expression [GO:0032922],1,1,0.8650000000000001,0.9605665722379605,1,Q9C5J9,BP
photomorphogenesis [GO:0009640],2,1,0.748166583291646,0.9605665722379605,0.5,Q9C5J9,BP
cellular response to abscisic acid stimulus [GO:0071215],5,1,0.4838838060609094,0.9605665722379605,0.2,Q9C690,BP
cuticle development [GO:0042335],4,2,0.9095171835806248,0.9821783359878924,0.5,Q9C690/Q9M2U2,BP
"photoperiodism, flowering [GO:0048573]",5,1,0.4838838060609094,0.9605665722379605,0.2,Q9C690,BP
regulation of gene expression [GO:0010468],12,2,0.5035765436015953,0.9605665722379605,0.167,Q9C690/Q9M0R0,BP
regulation of potassium ion import [GO:1903286],1,1,0.8650000000000001,0.9605665722379605,1,Q9C690,BP
regulation of stomatal movement [GO:0010119],7,1,0.3617423827483801,0.9605665722379605,0.143,Q9C690,BP
regulation of stomatal opening [GO:1902456],1,1,0.8650000000000001,0.9605665722379605,1,Q9C690,BP
response to osmotic stress [GO:0006970],11,1,0.20197897665327158,0.9605665722379605,0.091,Q9C690,BP
glucosinolate biosynthetic process [GO:0019761],5,2,0.8623560761549001,0.9605665722379605,0.4,Q9C9C9/Q9FWW6,BP
base-excision repair [GO:0006284],1,1,0.8650000000000001,0.9605665722379605,1,Q9FNY7,BP
meristem initiation [GO:0010014],1,1,0.8650000000000001,0.9605665722379605,1,Q9FRV4,BP
negative regulation of cell division [GO:0051782],2,1,0.748166583291646,0.9605665722379605,0.5,Q9FRV4,BP
primary shoot apical meristem specification [GO:0010072],3,1,0.6470629909549369,0.9605665722379605,0.333,Q9FRV4,BP
cotyledon vascular tissue pattern formation [GO:0010588],5,2,0.8623560761549001,0.9605665722379605,0.4,Q9LFU0/Q9SIH2,BP
phloem or xylem histogenesis [GO:0010087],10,3,0.858021247425077,0.9605665722379605,0.3,Q9LFU0/Q8W4K5/Q9SIH2,BP
primary root development [GO:0080022],3,1,0.6470629909549369,0.9605665722379605,0.333,Q9LFU0,BP
shoot system development [GO:0048367],8,1,0.31273563746887056,0.9605665722379605,0.125,Q9LFU0,BP
floral organ development [GO:0048437],1,1,0.8650000000000001,0.9605665722379605,1,Q9LNC5,BP
regulation of embryo sac egg cell differentiation [GO:0045694],1,1,0.8650000000000001,0.9605665722379605,1,Q9LNC5,BP
anatomical structure morphogenesis [GO:0009653],2,1,0.748166583291646,0.9605665722379605,0.5,Q9LSD5,BP
anther wall tapetum development [GO:0048658],3,1,0.6470629909549369,0.9605665722379605,0.333,Q9LSI7,BP
callose localization [GO:0052545],2,1,0.748166583291646,0.9605665722379605,0.5,Q9LSI7,BP
microgametogenesis [GO:0055046],3,1,0.6470629909549369,0.9605665722379605,0.333,Q9LSI7,BP
allantoin biosynthetic process [GO:0019428],1,1,0.8650000000000001,0.9605665722379605,1,Q9LVM5,BP
cold acclimation [GO:0009631],10,2,0.60030290022377,0.9605665722379605,0.2,Q9LVM5/Q39084,BP
protein tetramerization [GO:0051262],2,1,0.748166583291646,0.9605665722379605,0.5,Q9LVM5,BP
purine nucleobase metabolic process [GO:0006144],1,1,0.8650000000000001,0.9605665722379605,1,Q9LVM5,BP
regulation of brassinosteroid mediated signaling pathway [GO:1900457],2,1,0.748166583291646,0.9605665722379605,0.5,Q9LVM5,BP
regulation of cell growth by extracellular stimulus [GO:0001560],1,1,0.8650000000000001,0.9605665722379605,1,Q9LVM5,BP
regulation of seedling development [GO:1900140],1,1,0.8650000000000001,0.9605665722379605,1,Q9LVM5,BP
response to brassinosteroid [GO:0009741],3,1,0.6470629909549369,0.9605665722379605,0.333,Q9LVM5,BP
urate catabolic process [GO:0019628],1,1,0.8650000000000001,0.9605665722379605,1,Q9LVM5,BP
intracellular protein transport [GO:0006886],20,1,0.054179820751209196,0.9605665722379605,0.05,Q9LVP9,BP
positive regulation of protein transport [GO:0051222],1,1,0.8650000000000001,0.9605665722379605,1,Q9LVP9,BP
vesicle fusion [GO:0006906],1,1,0.8650000000000001,0.9605665722379605,1,Q9LVP9,BP
fatty acid biosynthetic process [GO:0006633],6,3,0.964420277313079,0.9948756544913868,0.5,Q9M2U2/Q84VY3/Q9SUY9,BP
sphingolipid metabolic process [GO:0006665],2,1,0.748166583291646,0.9605665722379605,0.5,Q9M2U2,BP
trichome branching [GO:0010091],5,1,0.4838838060609094,0.9605665722379605,0.2,Q9M2U2,BP
trichome papilla formation [GO:1905499],1,1,0.8650000000000001,0.9605665722379605,1,Q9M2U2,BP
wax biosynthetic process [GO:0010025],3,1,0.6470629909549369,0.9605665722379605,0.333,Q9M2U2,BP
DNA biosynthetic process [GO:0071897],1,1,0.8650000000000001,0.9605665722379605,1,Q9S750,BP
double-strand break repair [GO:0006302],3,1,0.6470629909549369,0.9605665722379605,0.333,Q9S750,BP
response to UV-C [GO:0010225],2,1,0.748166583291646,0.9605665722379605,0.5,Q9S750,BP
phloem development [GO:0010088],5,1,0.4838838060609094,0.9605665722379605,0.2,Q9SAK5,BP
positive regulation of DNA-templated transcription [GO:0045893],33,2,0.05001746392290651,0.9605665722379605,0.061,Q9SAK5/Q9LTF7,BP
carbohydrate metabolic process [GO:0005975],18,5,0.9162599668496554,0.9840381013837395,0.278,Q9SLD2/F4HRS2/F4J270/O65458/Q9FMD8,BP
glycerol metabolic process [GO:0006071],1,1,0.8650000000000001,0.9605665722379605,1,Q9SLD2,BP
positive regulation of seed germination [GO:0010030],4,2,0.9095171835806248,0.9821783359878924,0.5,Q9SLD2/Q94C77,BP
regulation of embryonic development [GO:0045995],2,1,0.748166583291646,0.9605665722379605,0.5,Q9SLD2,BP
response to glucose [GO:0009749],6,1,0.4183957721579292,0.9605665722379605,0.167,Q9SLD2,BP
triglyceride biosynthetic process [GO:0019432],4,1,0.5595782600797076,0.9605665722379605,0.25,Q9SLD2,BP
asymmetric cell division [GO:0008356],4,1,0.5595782600797076,0.9605665722379605,0.25,Q9SZF7,BP
leaf development [GO:0048366],12,3,0.786587283749616,0.9605665722379605,0.25,Q9SZF7/Q700W2/Q9SIH2,BP
negative regulation of mitotic cell cycle [GO:0045930],1,1,0.8650000000000001,0.9605665722379605,1,Q9SZF7,BP
radial pattern formation [GO:0009956],2,1,0.748166583291646,0.9605665722379605,0.5,Q9SZF7,BP
regulation of hormone metabolic process [GO:0032350],1,1,0.8650000000000001,0.9605665722379605,1,Q9SZF7,BP
cell population proliferation [GO:0008283],1,1,0.8650000000000001,0.9605665722379605,1,Q9SZI2,BP
double-strand break repair via homologous recombination [GO:0000724],5,1,0.4838838060609094,0.9605665722379605,0.2,Q9SZI2,BP
nucleosome assembly [GO:0006334],3,1,0.6470629909549369,0.9605665722379605,0.333,Q9SZI2,BP
somatic cell DNA recombination [GO:0016444],1,1,0.8650000000000001,0.9605665722379605,1,Q9SZI2,BP
ethylene biosynthetic process [GO:0009693],4,1,0.5595782600797076,0.9605665722379605,0.25,F4HRS2,BP
regulation of ethylene biosynthetic process [GO:0010364],1,1,0.8650000000000001,0.9605665722379605,1,F4HRS2,BP
starch metabolic process [GO:0005982],1,1,0.8650000000000001,0.9605665722379605,1,F4HRS2,BP
trehalose metabolic process [GO:0005991],1,1,0.8650000000000001,0.9605665722379605,1,F4HRS2,BP
chloroplast organization [GO:0009658],17,2,0.30920225874962526,0.9605665722379605,0.118,O22227/Q9FLD8,BP
hydrotropism [GO:0010274],1,1,0.8650000000000001,0.9605665722379605,1,O22227,BP
cellular response to glucose stimulus [GO:0071333],1,1,0.8650000000000001,0.9605665722379605,1,O23077,BP
negative regulation of gene expression [GO:0010629],2,1,0.748166583291646,0.9605665722379605,0.5,O23077,BP
copper ion transport [GO:0006825],1,1,0.8650000000000001,0.9605665722379605,1,O82089,BP
intracellular copper ion homeostasis [GO:0006878],2,1,0.748166583291646,0.9605665722379605,0.5,O82089,BP
RNA metabolic process [GO:0016070],2,1,0.748166583291646,0.9605665722379605,0.5,Q39189,BP
plant-type cell wall modification [GO:0009827],2,1,0.748166583291646,0.9605665722379605,0.5,Q500V2,BP
cellular response to potassium ion [GO:0035865],1,1,0.8650000000000001,0.9605665722379605,1,Q6J9S1,BP
post-embryonic root development [GO:0048528],2,1,0.748166583291646,0.9605665722379605,0.5,Q6J9S1,BP
negative regulation of reactive oxygen species biosynthetic process [GO:1903427],1,1,0.8650000000000001,0.9605665722379605,1,Q6NLF4,BP
regulation of leaf formation [GO:2000025],1,1,0.8650000000000001,0.9605665722379605,1,Q700W2,BP
monoterpene biosynthetic process [GO:0043693],1,1,0.8650000000000001,0.9605665722379605,1,Q84UV0,BP
terpenoid biosynthetic process [GO:0016114],2,1,0.748166583291646,0.9605665722379605,0.5,Q84UV0,BP
protein refolding [GO:0042026],2,1,0.748166583291646,0.9605665722379605,0.5,Q8VYJ7,BP
post-Golgi vesicle-mediated transport [GO:0006892],1,1,0.8650000000000001,0.9605665722379605,1,Q8W4K5,BP
chromosome segregation [GO:0007059],2,1,0.748166583291646,0.9605665722379605,0.5,Q93Y31,BP
cellular response to nitrate [GO:0071249],1,1,0.8650000000000001,0.9605665722379605,1,Q93YU8,BP
nitrate transmembrane transport [GO:0015706],2,1,0.748166583291646,0.9605665722379605,0.5,Q93YU8,BP
nitrogen compound transport [GO:0071705],3,2,0.9503737679650636,0.9883966754829437,0.667,Q93YU8/Q9ZQ88,BP
response to nitrate [GO:0010167],3,1,0.6470629909549369,0.9605665722379605,0.333,Q93YU8,BP
response to nitrogen compound [GO:1901698],1,1,0.8650000000000001,0.9605665722379605,1,Q93YU8,BP
positive regulation of abscisic acid-activated signaling pathway [GO:0009789],6,2,0.8113239755758107,0.9605665722379605,0.333,Q94C77/Q9SSL1,BP
hydrogen peroxide catabolic process [GO:0042744],9,2,0.6518465696640312,0.9605665722379605,0.222,Q96522/Q9LHA7,BP
protein autoubiquitination [GO:0051865],2,1,0.748166583291646,0.9605665722379605,0.5,Q9C9A6,BP
protein destabilization [GO:0031648],1,1,0.8650000000000001,0.9605665722379605,1,Q9C9A6,BP
trichome differentiation [GO:0010026],3,2,0.9503737679650636,0.9883966754829437,0.667,Q9FG05/Q9LTF7,BP
trichome morphogenesis [GO:0010090],4,1,0.5595782600797076,0.9605665722379605,0.25,Q9FG05,BP
response to metal ion [GO:0010038],3,1,0.6470629909549369,0.9605665722379605,0.333,Q9FID9,BP
negative regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0045736],1,1,0.8650000000000001,0.9605665722379605,1,Q9FKB5,BP
protein acetylation [GO:0006473],1,1,0.8650000000000001,0.9605665722379605,1,Q9LE42,BP
mRNA transport [GO:0051028],6,1,0.4183957721579292,0.9605665722379605,0.167,Q9LFN6,BP
regulation of secondary shoot formation [GO:2000032],2,1,0.748166583291646,0.9605665722379605,0.5,Q9LIF4,BP
strigolactone biosynthetic process [GO:1901601],1,1,0.8650000000000001,0.9605665722379605,1,Q9LIF4,BP
intracellular iron ion homeostasis [GO:0006879],1,1,0.8650000000000001,0.9605665722379605,1,Q9LPU9,BP
intracellular manganese ion homeostasis [GO:0030026],3,1,0.6470629909549369,0.9605665722379605,0.333,Q9LPU9,BP
intracellular sequestering of iron ion [GO:0006880],2,1,0.748166583291646,0.9605665722379605,0.5,Q9LPU9,BP
response to iron ion [GO:0010039],3,1,0.6470629909549369,0.9605665722379605,0.333,Q9LPU9,BP
recognition of pollen [GO:0048544],4,1,0.5595782600797076,0.9605665722379605,0.25,Q9LPZ3,BP
protein dephosphorylation [GO:0006470],13,2,0.4590568369018888,0.9605665722379605,0.154,Q9LZ86/Q3EAZ3,BP
photosynthesis [GO:0015979],15,1,0.11263270333224717,0.9605665722379605,0.067,Q9M0V6,BP
protein glutathionylation [GO:0010731],1,1,0.8650000000000001,0.9605665722379605,1,Q9M2W2,BP
response to toxic substance [GO:0009636],5,1,0.4838838060609094,0.9605665722379605,0.2,Q9M2W2,BP
jasmonic acid mediated signaling pathway [GO:0009867],13,1,0.15085303094824887,0.9605665722379605,0.077,F4J078,BP
root hair elongation [GO:0048767],6,1,0.4183957721579292,0.9605665722379605,0.167,F4KBY0,BP
cell wall organization [GO:0071555],36,2,0.03461457632776066,0.9605665722379605,0.056,O23386/Q9FN79,BP
cellulose biosynthetic process [GO:0030244],5,1,0.4838838060609094,0.9605665722379605,0.2,O23386,BP
plant-type primary cell wall biogenesis [GO:0009833],1,1,0.8650000000000001,0.9605665722379605,1,O23386,BP
diterpenoid biosynthetic process [GO:0016102],2,1,0.748166583291646,0.9605665722379605,0.5,O23651,BP
terpene biosynthetic process [GO:0046246],1,1,0.8650000000000001,0.9605665722379605,1,O23651,BP
arginine biosynthetic process [GO:0006526],3,1,0.6470629909549369,0.9605665722379605,0.333,O50039,BP
nicotianamine biosynthetic process [GO:0030418],2,1,0.748166583291646,0.9605665722379605,0.5,O80483,BP
phloem transport [GO:0010233],2,1,0.748166583291646,0.9605665722379605,0.5,O80483,BP
translation [GO:0006412],36,4,0.2628540936560049,0.9605665722379605,0.111,P49201/Q8W463/Q9LUZ4/Q8LPJ7,BP
trehalose biosynthetic process [GO:0005992],1,1,0.8650000000000001,0.9605665722379605,1,Q0WUI9,BP
protein polyubiquitination [GO:0000209],2,1,0.748166583291646,0.9605665722379605,0.5,Q6IDS6,BP
cytochrome b6f complex assembly [GO:0010190],1,1,0.8650000000000001,0.9605665722379605,1,Q6NQK9,BP
phosphate ion transport [GO:0006817],2,1,0.748166583291646,0.9605665722379605,0.5,Q6R8G2,BP
positive regulation of mitochondrial mRNA catabolic process [GO:1905639],1,1,0.8650000000000001,0.9605665722379605,1,Q84MA3,BP
RNA modification [GO:0009451],11,1,0.20197897665327158,0.9605665722379605,0.091,Q84MA3,BP
biosynthetic process [GO:0009058],5,1,0.4838838060609094,0.9605665722379605,0.2,Q8GYY0,BP
defense response to other organism [GO:0098542],8,1,0.31273563746887056,0.9605665722379605,0.125,Q9C7R6,BP
chloroplast RNA processing [GO:0031425],5,1,0.4838838060609094,0.9605665722379605,0.2,Q9FLD8,BP
mitochondrial mRNA modification [GO:0080156],1,1,0.8650000000000001,0.9605665722379605,1,Q9FNN9,BP
response to salicylic acid [GO:0009751],14,1,0.13035463217823007,0.9605665722379605,0.071,Q9FWW6,BP
cellular response to salt [GO:1902075],1,1,0.8650000000000001,0.9605665722379605,1,Q9M172,BP
chloride transport [GO:0006821],1,1,0.8650000000000001,0.9605665722379605,1,Q9M172,BP
nitrate assimilation [GO:0042128],6,1,0.4183957721579292,0.9605665722379605,0.167,Q9M172,BP
oligopeptide transport [GO:0006857],1,1,0.8650000000000001,0.9605665722379605,1,Q9M172,BP
fructose metabolic process [GO:0006000],2,1,0.748166583291646,0.9605665722379605,0.5,Q9M1B9,BP
starch biosynthetic process [GO:0019252],2,1,0.748166583291646,0.9605665722379605,0.5,Q9M1B9,BP
stress response to metal ion [GO:0097501],1,1,0.8650000000000001,0.9605665722379605,1,Q9SCM4,BP
"mitochondrial electron transport, ubiquinol to cytochrome c [GO:0006122]",2,1,0.748166583291646,0.9605665722379605,0.5,Q9SG91,BP
potassium ion transport [GO:0006813],8,1,0.31273563746887056,0.9605665722379605,0.125,Q9SIT5,BP
proton transmembrane transport [GO:1902600],10,1,0.23368497880233163,0.9605665722379605,0.1,Q9SIT5,BP
regulation of pH [GO:0006885],3,1,0.6470629909549369,0.9605665722379605,0.333,Q9SIT5,BP
chromatin remodeling [GO:0006338],4,1,0.5595782600797076,0.9605665722379605,0.25,Q9SMM8,BP
plant-type secondary cell wall biogenesis [GO:0009834],5,1,0.4838838060609094,0.9605665722379605,0.2,Q9SNE5,BP
xylan biosynthetic process [GO:0045492],2,1,0.748166583291646,0.9605665722379605,0.5,Q9SNE5,BP
positive regulation of GTPase activity [GO:0043547],1,1,0.8650000000000001,0.9605665722379605,1,Q9SSL1,BP
CDP-diacylglycerol biosynthetic process [GO:0016024],3,1,0.6470629909549369,0.9605665722379605,0.333,Q9SYC8,BP
calcium-mediated signaling [GO:0019722],10,2,0.60030290022377,0.9605665722379605,0.2,A7REH2/A8MQI8,BP
cell-cell signaling [GO:0007267],6,2,0.8113239755758107,0.9605665722379605,0.333,A7REH2/A8MQI8,BP
regulation of growth [GO:0040008],7,2,0.7583161086152239,0.9605665722379605,0.286,A7REH2/A8MQI8,BP
response to stress [GO:0006950],4,1,0.5595782600797076,0.9605665722379605,0.25,F4J0B7,BP
response to oomycetes [GO:0002239],2,1,0.748166583291646,0.9605665722379605,0.5,O81816,BP
spliceosomal snRNP assembly [GO:0000387],2,1,0.748166583291646,0.9605665722379605,0.5,O82221,BP
rejection of self pollen [GO:0060320],4,1,0.5595782600797076,0.9605665722379605,0.25,P0DN92,BP
amino acid transport [GO:0006865],8,1,0.31273563746887056,0.9605665722379605,0.125,Q8L4X4,BP
cortical microtubule organization [GO:0043622],6,1,0.4183957721579292,0.9605665722379605,0.167,Q8LGD1,BP
sucrose biosynthetic process [GO:0005986],2,1,0.748166583291646,0.9605665722379605,0.5,Q9C8J4,BP
DNA damage response [GO:0006974],5,1,0.4838838060609094,0.9605665722379605,0.2,Q9LVX6,BP
"chromosome, telomeric region [GO:0000781]",1,1,0.8650000000000001,0.9753637134954732,1,F4HW51,CC
nucleus [GO:0005634],462,64,0.5734814345883785,0.9753637134954732,0.139,F4HW51/F4HZD1/F4IHS2/F4JCU0/F4JXF1/F4KHI3/O22446/O24646/O49596/O82268/P92947/Q07970/Q2LAE1/Q38895/Q6X7J5/Q7DMA9/Q7XJU0/Q84L31/Q8GXW1/Q8GZ13/Q8H1R0/Q8L7U5/Q8VWK0/Q8VZS9/Q8W2F3/Q8W4E2/Q949S9/Q9C5J9/Q9C690/Q9FNY7/Q9FRV4/Q9LSD5/Q9LSI7/Q9LXD7/Q9SAK5/Q9SZF7/Q9SZI2/F4JF14/O23077/O23212/Q39189/Q6J9S1/Q700W2/Q8S528/Q8S8C6/Q93YU8/Q9C9A6/Q9FG05/Q9LFN6/Q9LTF7/Q9LZ86/Q8GYA6/Q9FKC6/Q9LIA4/Q9M0R0/Q9SCM4/Q9SMM8/Q9SSL1/Q6NN02/Q6NNN0/Q9FE62/Q9FMR3/Q9STJ7/Q9ZR14,CC
Ino80 complex [GO:0031011],2,1,0.748166583291646,0.9753637134954732,0.5,F4HZD1,CC
Set1C/COMPASS complex [GO:0048188],1,1,0.8650000000000001,0.9753637134954732,1,F4HZD1,CC
cytosol [GO:0005829],214,29,0.47517247466640833,0.9753637134954732,0.136,F4IHS2/F4KHI3/O49596/O65896/P27323/Q0WQ75/Q84JW1/Q84L31/Q8L7U5/Q8W4E2/Q93Z16/Q949P3/Q949S9/Q9LVM5/Q9M2U2/Q9MA55/Q9SZI2/O82089/Q9LZN0/Q9M2W2/O65595/Q8GYA6/Q8S8D3/Q8W463/Q9M1B9/Q9M2S7/Q9SG91/Q9SMM8/O49513,CC
spliceosomal complex [GO:0005681],14,6,0.993336274794411,0.993336274794411,0.429,F4JCU0/Q949S9/Q9LNC5/O23212/Q9SHY8/O82221,CC
mitochondrion [GO:0005739],164,20,0.26942183345204274,0.9753637134954732,0.122,F4JXF1/O49543/O65896/P92947/Q42556/Q84JW1/Q93WF6/Q93Z16/Q949P3/Q8L8W0/Q8VYJ7/Q39084/Q84MA3/Q8W5R6/Q9FNN9/Q9SG91/Q9SSL1/F4I9T0/F4J0B7/Q9SV46,CC
nucleolar ribonuclease P complex [GO:0005655],1,1,0.8650000000000001,0.9753637134954732,1,F4JXF1,CC
chloroplast thylakoid [GO:0009534],16,1,0.09731238600242009,0.8404251518390826,0.062,F4JZG9,CC
chloroplast thylakoid membrane [GO:0009535],43,3,0.056275324895947554,0.8404251518390826,0.07,F4JZG9/Q8L540/Q6NQK9,CC
apoplast [GO:0048046],66,5,0.043794740701731616,0.8321000733329007,0.076,O04529/F4J270/Q9M263/A7REH2/A8MQI8,CC
extracellular matrix [GO:0031012],4,2,0.9095171835806248,0.9753637134954732,0.5,O04529/Q9ZUJ5,CC
plasma membrane [GO:0005886],277,31,0.09348476209418466,0.8404251518390826,0.112,O04529/P27323/Q42556/Q8H1R0/Q8L796/Q8S4Y1/Q9ZUJ5/O65483/Q6NLF4/Q84M95/Q94C77/Q9FWX6/Q9LPZ3/Q9LZN0/O23386/P49201/Q1PFD8/Q3EBR4/Q6R8G2/Q8S9J6/Q93ZE9/Q9FE79/Q9M2K6/Q9SSL1/O49513/O81816/Q1PEN0/Q8L4X4/Q9FJF6/Q9FN79/Q9XID2,CC
side of membrane [GO:0098552],27,6,0.8536941967239735,0.9753637134954732,0.222,O04529/Q9ZUJ5/Q6NLF4/Q1PFD8/Q8S9J6/Q9M2K6,CC
histone deacetylase complex [GO:0000118],2,1,0.748166583291646,0.9753637134954732,0.5,O22446,CC
protein-DNA complex [GO:0032993],1,1,0.8650000000000001,0.9753637134954732,1,O24646,CC
plastid [GO:0009536],82,10,0.31210645740358767,0.9753637134954732,0.122,O49543/Q8GWH3/Q8L540/Q8S4Y1/Q8S948/Q9FID9/Q9FM96/Q94CJ5/Q9FE79/Q9FIA1,CC
chromatin [GO:0000785],4,1,0.5595782600797076,0.9753637134954732,0.25,O49596,CC
extracellular region [GO:0005576],132,23,0.8891019506633281,0.9753637134954732,0.174,O81417/Q1JPL7/Q8GV50/Q9LNC5/Q96522/Q9LHA7/Q9SIH2/Q9SIV9/Q39066/O22927/O80641/P0DN92/P82628/P82637/P82643/P82762/Q2V392/Q2V468/Q56XB0/Q94JR6/Q9FIA1/Q9FN79/Q9SIP6,CC
plant-type cell wall [GO:0009505],37,6,0.6174635796553973,0.9753637134954732,0.162,O81417/Q93Z16/Q9LNC5/Q9LHA7/Q9SIV9/Q9M263,CC
perinuclear region of cytoplasm [GO:0048471],3,1,0.6470629909549369,0.9753637134954732,0.333,P27323,CC
protein-containing complex [GO:0032991],4,1,0.5595782600797076,0.9753637134954732,0.25,P27323,CC
endoplasmic reticulum membrane [GO:0005789],61,10,0.6965330030120951,0.9753637134954732,0.164,P43256/Q7DMA9/Q9LVP9/Q9M2U2/Q9SLD2/O22227/Q8L8W0/Q8VY92/Q3EC77/Q8GYW9,CC
intracellular membrane-bounded organelle [GO:0043231],5,1,0.4838838060609094,0.9753637134954732,0.2,P43256,CC
chloroplast [GO:0009507],191,17,0.015554562426944196,0.7947054068590296,0.089,P92947/Q8L540/Q8LPN3/Q8S948/O82089/Q84UV0/Q8VYJ7/Q9M0V6/Q9M2W2/O50039/Q0WN69/Q6NQK9/Q84VY3/Q8W463/Q94CJ5/Q9SJU0/Q6NN02,CC
chloroplast stroma [GO:0009570],76,6,0.043164535771477386,0.8321000733329007,0.079,P92947/Q8VYJ7/Q9M2W2/O50039/Q8W463/Q9FLD8,CC
stromule [GO:0010319],4,1,0.5595782600797076,0.9753637134954732,0.25,P92947,CC
peroxisomal membrane [GO:0005778],4,2,0.9095171835806248,0.9753637134954732,0.5,Q06850/Q84JW1,CC
peroxisome [GO:0005777],27,7,0.9388049702738032,0.9800711228133111,0.259,Q06850/Q84JW1/Q84P21/Q8S4Y1/Q9LVM5/Q84K35/Q9M2W2,CC
cytoplasm [GO:0005737],183,25,0.4904930275381436,0.9753637134954732,0.137,Q07970/Q84L31/Q8H1R0/Q8VWK0/Q8VZS9/Q9C5J9/Q9C9C9/Q9MA55/Q9S750/Q9SZI2/O22227/Q700W2/Q9LIF4/Q9SIV9/O23651/Q8S8D3/Q8S8M5/Q9FKC6/Q9LZU5/Q9SCM4/A1L4Y2/Q6NN02/Q9FE62/Q9FH04/Q9SX73,CC
kinetochore [GO:0000776],1,1,0.8650000000000001,0.9753637134954732,1,Q07970,CC
microtubule [GO:0005874],22,6,0.9348468437246711,0.9800711228133111,0.273,Q07970/Q0WN69/Q8W5R6/Q9LZU5/Q9SJU0/Q8LGD1,CC
minus-end kinesin complex [GO:0005872],1,1,0.8650000000000001,0.9753637134954732,1,Q07970,CC
phragmoplast [GO:0009524],13,1,0.15085303094824887,0.843002231769626,0.077,Q07970,CC
spindle [GO:0005819],11,3,0.8233134499125392,0.9753637134954732,0.273,Q07970/Q93Y31/Q9LZU5,CC
endosome [GO:0005768],20,3,0.48041675906857106,0.9753637134954732,0.15,Q0WPN7/Q9SIY7/Q9SKJ7,CC
Golgi apparatus [GO:0005794],63,9,0.5165570206505383,0.9753637134954732,0.143,Q0WPN7/Q8W4E2/Q93Z16/Q9LVP9/Q9SIY7/Q3EC77/Q9SNE5/Q8LPJ7/Q9SKJ7,CC
Golgi membrane [GO:0000139],55,5,0.11607392507440717,0.843002231769626,0.091,Q0WPN7/Q8L8W0/O23386/Q93ZE9/Q9SNE5,CC
trans-Golgi network [GO:0005802],18,4,0.78259861253324,0.9753637134954732,0.222,Q0WPN7/Q8S2T0/Q9SIY7/Q9SKJ7,CC
EARP complex [GO:1990745],1,1,0.8650000000000001,0.9753637134954732,1,Q0WQ75,CC
GARP complex [GO:0000938],1,1,0.8650000000000001,0.9753637134954732,1,Q0WQ75,CC
membrane [GO:0016020],163,22,0.461573402208987,0.9753637134954732,0.135,Q0WQ75/Q1JPL7/Q9SLD2/Q9SM02/F4KA50/O22227/O23081/Q500V2/Q6R2K2/Q9FID9/Q9M172/Q9SIT5/Q9SUY9/Q9SYC8/Q9ZQ88/Q9FG65/Q9FIZ9/Q9LDH3/Q9LDX3/Q9LSF0/Q9LTM1/Q9SKJ7,CC
recycling endosome [GO:0055037],2,2,0.9818334167083542,0.9922784530563155,1,Q0WQ75/Q9SZF7,CC
PRC1 complex [GO:0035102],1,1,0.8650000000000001,0.9753637134954732,1,Q0WX00,CC
plant-type vacuole [GO:0000325],60,9,0.5778729667734919,0.9753637134954732,0.15,Q1JPL7/Q42556/Q8W4E2/Q93Z16/Q93Y31/P0CAN7/Q8GYW9/O23550/Q9C8J4,CC
"chromosome, centromeric region [GO:0000775]",4,1,0.5595782600797076,0.9753637134954732,0.25,Q2LAE1,CC
plant-type vacuole membrane [GO:0009705],7,2,0.7583161086152239,0.9753637134954732,0.286,Q43128/Q9LVP9,CC
plasmodesma [GO:0009506],79,6,0.03301273408460759,0.8321000733329007,0.076,Q43128/Q93Z16/Q93Y31/Q9SIV9/Q9M2K6/Q8LPJ7,CC
endoplasmic reticulum [GO:0005783],78,11,0.511283511284855,0.9753637134954732,0.141,Q7DMA9/Q8GV50/Q8GWH3/Q93Z16/Q9M2U2/F4J270/O22227/Q8VY92/Q9FM96/Q9SIY7/O81815,CC
proteasome complex [GO:0000502],9,2,0.6518465696640312,0.9753637134954732,0.222,Q8VWK0/Q8GYA6,CC
"proton-transporting V-type ATPase, V1 domain [GO:0033180]",1,1,0.8650000000000001,0.9753637134954732,1,Q8W4E2,CC
vacuolar membrane [GO:0005774],13,4,0.9137617947483908,0.9753637134954732,0.308,Q8W4E2/Q9FWX6/Q9LPU9/P0CAN7,CC
vacuole [GO:0005773],18,4,0.78259861253324,0.9753637134954732,0.222,Q8W4E2/P0CAN7/O82221/Q9SKJ7,CC
oligosaccharyltransferase complex [GO:0008250],1,1,0.8650000000000001,0.9753637134954732,1,Q93Z16,CC
nucleolus [GO:0005730],51,4,0.07058598639354241,0.8404251518390826,0.078,Q949S9/Q39189/Q6NLH0/Q9SMM8,CC
nuclear speck [GO:0016607],7,1,0.3617423827483801,0.9753637134954732,0.143,Q9LNC5,CC
cytoplasmic side of plasma membrane [GO:0009898],1,1,0.8650000000000001,0.9753637134954732,1,Q9LVM5,CC
