Pathway,proteincounts.per.pahtway.all,counts,p_value,FDR,Enrich_factor,hited.proteins,Type
ubiquinone biosynthetic process [GO:0006744],1,1,0.9,0.9334459459459459,1,Q9SBB2,BP
miRNA processing [GO:0035196],3,1,0.7288784031655469,0.9334459459459459,0.333,Q9SKN2,BP
phospholipid catabolic process [GO:0009395],2,1,0.8099549774887447,0.9334459459459459,0.5,Q9SRQ7,BP
protein ubiquitination [GO:0016567],68,6,0.30998748499203765,0.9334459459459459,0.088,Q9SRV1/F4HPP7/Q3EBZ2/Q84TF5/O65555/Q9LRQ1,BP
defense response to fungus [GO:0050832],57,1,0.0022518140546647913,0.6913069147820909,0.018,Q9SZ06,BP
phloem or xylem histogenesis [GO:0010087],10,1,0.3478049153218383,0.9334459459459459,0.1,Q9SZ06,BP
regulation of tryptophan metabolic process [GO:0090357],1,1,0.9,0.9334459459459459,1,Q9SZ06,BP
root regeneration [GO:0062211],1,1,0.9,0.9334459459459459,1,Q9SZ06,BP
rRNA processing [GO:0006364],9,1,0.38664410184577314,0.9334459459459459,0.111,Q9ZW76,BP
magnesium ion transport [GO:0015693],1,1,0.9,0.9334459459459459,1,F4JKQ7,BP
regulation of ARF protein signal transduction [GO:0032012],2,1,0.8099549774887447,0.9334459459459459,0.5,F4JN05,BP
chromatin organization [GO:0006325],10,1,0.3478049153218383,0.9334459459459459,0.1,F4K4Y5,BP
response to water deprivation [GO:0009414],34,1,0.026949339060775346,0.9334459459459459,0.029,O04036,BP
cellulose biosynthetic process [GO:0030244],5,1,0.5901615210685075,0.9334459459459459,0.2,O49323,BP
pollen germination [GO:0009846],5,1,0.5901615210685075,0.9334459459459459,0.2,O49323,BP
DNA-templated transcription [GO:0006351],13,2,0.6210999098255428,0.9334459459459459,0.154,O81097/Q9SVY0,BP
fatty acid biosynthetic process [GO:0006633],6,1,0.5309974588060002,0.9334459459459459,0.167,P49243,BP
"photosynthesis, light reaction [GO:0019684]",4,2,0.9478704121286554,0.9603835528828291,0.5,P56756/Q37165,BP
mRNA stabilization [GO:0048255],2,1,0.8099549774887447,0.9334459459459459,0.5,Q0WLC6,BP
photosynthesis [GO:0015979],15,2,0.5485074078025258,0.9334459459459459,0.133,Q37165/Q9FHL4,BP
"positive regulation of long-day photoperiodism, flowering [GO:0048578]",2,1,0.8099549774887447,0.9334459459459459,0.5,Q38840,BP
regulation of RNA splicing [GO:0043484],3,1,0.7288784031655469,0.9334459459459459,0.333,Q6ICX4,BP
regulation of translation [GO:0006417],11,1,0.31284964745029664,0.9334459459459459,0.091,Q6ICX4,BP
RNA splicing [GO:0008380],16,1,0.18406404712617197,0.9334459459459459,0.062,Q6ICX4,BP
Golgi organization [GO:0007030],4,1,0.6558810668445103,0.9334459459459459,0.25,Q6NMI3,BP
intra-Golgi vesicle-mediated transport [GO:0006891],2,1,0.8099549774887447,0.9334459459459459,0.5,Q6NMI3,BP
toxin catabolic process [GO:0009407],3,1,0.7288784031655469,0.9334459459459459,0.333,Q84TK0,BP
cellular oxidant detoxification [GO:0098869],1,1,0.9,0.9334459459459459,1,Q8L8S2,BP
"regulation of short-day photoperiodism, flowering [GO:0048587]",1,1,0.9,0.9334459459459459,1,Q8L8S2,BP
P450-containing electron transport chain [GO:0140647],1,1,0.9,0.9334459459459459,1,Q8S904,BP
intracellular protein transport [GO:0006886],20,2,0.3904570973930197,0.9334459459459459,0.1,Q9CAA0/Q9LUG1,BP
vesicle-mediated transport [GO:0016192],19,3,0.7057178201111427,0.9334459459459459,0.158,Q9CAA0/Q9FZ63/Q8GWC3,BP
regulation of timing of plant organ formation [GO:0090709],1,1,0.9,0.9334459459459459,1,Q9FIB0,BP
nitrate assimilation [GO:0042128],6,1,0.5309974588060002,0.9334459459459459,0.167,Q9FJH7,BP
positive regulation of translation [GO:0045727],3,1,0.7288784031655469,0.9334459459459459,0.333,Q9FLE4,BP
translation [GO:0006412],36,1,0.021743900858887666,0.9334459459459459,0.028,Q9FLE4,BP
gluconeogenesis [GO:0006094],2,1,0.8099549774887447,0.9334459459459459,0.5,Q9LM13,BP
COPII-coated vesicle budding [GO:0090114],2,1,0.8099549774887447,0.9334459459459459,0.5,Q9LUG1,BP
maturation of LSU-rRNA [GO:0000470],1,1,0.9,0.9334459459459459,1,Q9LUG5,BP
ribosomal large subunit assembly [GO:0000027],1,1,0.9,0.9334459459459459,1,Q9LUG5,BP
RNA biosynthetic process [GO:0032774],1,1,0.9,0.9334459459459459,1,Q9LUG5,BP
carbohydrate metabolic process [GO:0005975],18,1,0.14881639442070116,0.9334459459459459,0.056,Q9SVS1,BP
ribosome biogenesis [GO:0042254],5,1,0.5901615210685075,0.9334459459459459,0.2,Q9SVY0,BP
protein maturation by [4Fe-4S] cluster transfer [GO:0106035],1,1,0.9,0.9334459459459459,1,A8MR89,BP
rejection of self pollen [GO:0060320],4,1,0.6558810668445103,0.9334459459459459,0.25,O23020,BP
valine catabolic process [GO:0006574],2,1,0.8099549774887447,0.9334459459459459,0.5,Q6NMB0,BP
phenylpropanoid biosynthetic process [GO:0009699],3,1,0.7288784031655469,0.9334459459459459,0.333,Q84TH6,BP
response to fungus [GO:0009620],16,1,0.18406404712617197,0.9334459459459459,0.062,Q944S3,BP
secondary metabolite biosynthetic process [GO:0044550],1,1,0.9,0.9334459459459459,1,Q9C5K7,BP
fatty acid metabolic process [GO:0006631],6,1,0.5309974588060002,0.9334459459459459,0.167,Q9FFE9,BP
clathrin coat assembly [GO:0048268],3,1,0.7288784031655469,0.9334459459459459,0.333,Q9LVD8,BP
clathrin-dependent endocytosis [GO:0072583],3,1,0.7288784031655469,0.9334459459459459,0.333,Q9LVD8,BP
amino acid transport [GO:0006865],8,1,0.42979634535534617,0.9334459459459459,0.125,Q9SX98,BP
endoplasmic reticulum cisternal network assembly [GO:0071784],1,1,0.9,0.9334459459459459,1,Q9ZQ34,BP
endoplasmic reticulum tubular network organization [GO:0071786],1,1,0.9,0.9334459459459459,1,Q9ZQ34,BP
cytosol [GO:0005829],214,27,0.8886067295075485,0.9677508226611566,0.126,A4GNA8/P42644/P84634/P93033/Q6STH5/Q8GYC7/Q93Z30/Q941D6/Q9LZT0/Q9SJW3/Q9SY73/Q9XF57/F4JLK2/F4K8S5/O81292/P41377/Q56Y85/Q8VZJ9/Q945Q1/Q94K73/Q9M0F9/Q9SRV1/F4JN05/Q84TK0/Q8S904/Q9FX94/Q9M1G8,CC
endoplasmic reticulum [GO:0005783],78,15,0.9915018065826475,0.9990134706993136,0.192,A4GNA8/P31582/Q4VCM1/Q8RWS1/Q949U1/Q9FF75/Q9MAM3/Q9ZUU4/F4K8S5/Q945Q1/O04036/Q9FZ63/Q9SCN2/Q8GWC3/Q9ZQ34,CC
endoplasmic reticulum membrane [GO:0005789],61,10,0.9232565319640921,0.9677508226611566,0.164,A4GNA8/Q38870/Q8VZB2/Q949U1/Q9FF75/Q9MAM3/Q304A0/Q9LUG1/Q9M115/Q8LED0,CC
cytoplasm [GO:0005737],183,21,0.7216114654236174,0.9677508226611566,0.115,F4JNX3/O49717/O49840/P42644/Q38847/Q38874/Q93Z30/Q941D6/Q945P1/Q94C69/Q9CA90/Q9FNA4/O23184/O49606/Q39071/Q56Y85/Q9LDL7/Q9SKN2/Q6ICX4/Q84TK0/Q9SXA0,CC
nucleus [GO:0005634],462,46,0.4557341848729821,0.9677508226611566,0.1,F4JNX3/O49717/O49840/P42644/P84634/Q38847/Q38874/Q84MB2/Q8RWS1/Q8VZB2/Q93Z30/Q941D6/Q944Q0/Q945P1/Q949U1/Q94C69/Q94F88/Q94FL7/Q9C9L2/Q9FN02/Q9FNA4/Q9LDH1/Q9LFL6/Q9LZK4/Q9LZT0/Q9M1R4/F4HNU8/O23184/P41377/Q39071/Q9FFG0/Q9LQN6/Q9SZ06/Q9ZW76/O23660/P49592/Q38840/Q3EBZ2/Q6ICX4/Q8H181/Q9C8N7/Q9FGP8/Q9LG02/Q9SVU7/Q9SVY0/Q9SXA0,CC
membrane [GO:0016020],163,16,0.425292356905032,0.9677508226611566,0.098,O49717/Q4VCM1/Q8RWS1/Q9M092/Q9MAM3/Q9T051/O64697/Q93VM8/O04036/Q9FIB0/Q9FJH7/Q9SCN2/O22704/O49726/Q8H1R3/P0C8Q9,CC
plasma membrane [GO:0005886],277,23,0.12951906148152803,0.9677508226611566,0.083,O49840/P42644/Q38874/Q945K7/Q9LFL6/O04533/O81292/P41377/Q945Q1/Q9FKM2/Q9FY61/Q9FY78/Q9LD40/Q9M0F9/Q9SRQ7/Q9ZVA2/F4J9A8/F4JKQ7/O22194/Q9LZB8/O49329/Q8VZQ3/Q9SX98,CC
chloroplast [GO:0009507],191,21,0.6475664336510218,0.9677508226611566,0.11,O82230/P42644/Q6STH5/Q84MB5/Q941D6/Q94EH2/Q9C9C0/Q9FGS4/Q9LDH1/Q9ZUU4/Q9ZVN2/Q94K73/P49243/P56756/Q0WLC6/Q37165/Q9FHL4/Q9LM13/Q9LZB8/A3KPF8/O64624,CC
chloroplast envelope [GO:0009941],56,5,0.32595473681506526,0.9677508226611566,0.089,O82230/Q94EH2/Q9C9C0/Q9ZUU4/Q9LZB8,CC
chloroplast stroma [GO:0009570],76,8,0.5039686030027702,0.9677508226611566,0.105,O82230/Q6STH5/Q941D6/Q9C9C0/Q9ZUU4/Q84RK2/Q94K73/P49243,CC
chloroplast thylakoid membrane [GO:0009535],43,6,0.7446386265012439,0.9677508226611566,0.14,O82230/Q8GYC7/Q9C9C0/Q9ZUU4/P56756/Q37165,CC
vacuole [GO:0005773],18,2,0.4492869608337825,0.9677508226611566,0.111,O82230/O81716,CC
nuclear matrix [GO:0016363],4,1,0.6558810668445103,0.9677508226611566,0.25,O82289,CC
endosome membrane [GO:0010008],17,5,0.9783801608334299,0.9990134706993136,0.294,P31582/Q8S396/Q9FZ63/Q8GWC3/Q9FVV6,CC
vacuolar membrane [GO:0005774],13,1,0.2530826432926323,0.9677508226611566,0.077,P31582,CC
Golgi apparatus [GO:0005794],63,9,0.8285024247994726,0.9677508226611566,0.143,P42644/Q945P1/Q9XGM8/Q8RXE1/Q93VM8/Q9LPU2/Q9ZVA2/Q6NMI3/Q9LVD8,CC
mitochondrion [GO:0005739],164,27,0.9951949181637343,0.9990134706993136,0.165,P42644/P93033/Q52K88/Q941D6/Q945K7/Q94C69/Q94EH2/Q9C9C0/Q9CA90/Q9SJW3/F4J1H7/O82359/Q94CK3/Q94K73/Q9FKM2/Q9SBB2/Q9ZVA2/F4K4Y5/Q8S904/Q9CAA0/Q9SRP6/P0C7Q9/Q8L8C0/Q9SAH2/Q9ZQE6/Q9ZVF2/P93295,CC
plant-type cell wall [GO:0009505],37,2,0.10145677569798706,0.9677508226611566,0.054,P42644/Q9ZVA2,CC
plant-type vacuole [GO:0000325],60,4,0.13349079638958483,0.9677508226611566,0.067,P42644/P41377/Q93VM8/Q945Q1,CC
plasmodesma [GO:0009506],79,7,0.30840909539801964,0.9677508226611566,0.089,P42644/Q38874/Q9LZT0/P41377/Q93VM8/Q9ZVA2/Q9SVY0,CC
plastid [GO:0009536],82,7,0.2708058473774235,0.9677508226611566,0.085,P42644/Q93VM8/Q945Q1/Q9FKM2/F4K4Y5/P56756/Q9LVD8,CC
cytoplasmic ribonucleoprotein granule [GO:0036464],3,1,0.7288784031655469,0.9677508226611566,0.333,P84634,CC
endosome [GO:0005768],20,3,0.6770723679449336,0.9677508226611566,0.15,Q38874/Q8S396/Q9XGM8,CC
microtubule cytoskeleton [GO:0015630],2,1,0.8099549774887447,0.9677508226611566,0.5,Q38874,CC
intracellular membrane-bounded organelle [GO:0043231],5,1,0.5901615210685075,0.9677508226611566,0.2,Q4VCM1,CC
chloroplast nucleoid [GO:0042644],4,1,0.6558810668445103,0.9677508226611566,0.25,Q84JF5,CC
chloroplast thylakoid [GO:0009534],16,3,0.7897875960517076,0.9677508226611566,0.188,Q84JF5/Q9C9C0/Q9ZUU4,CC
plastid-encoded plastid RNA polymerase complex [GO:0000427],1,1,0.9,0.9677508226611566,1,Q84JF5,CC
chloroplast inner membrane [GO:0009706],13,1,0.2530826432926323,0.9677508226611566,0.077,Q84MB5,CC
apoplast [GO:0048046],66,6,0.33889527073569203,0.9677508226611566,0.091,Q8RY23/Q9LNN7/Q8L9A9/Q9ZVA2/P92997/Q84TH6,CC
Golgi cisterna membrane [GO:0032580],5,1,0.5901615210685075,0.9677508226611566,0.2,Q8S396,CC
chloroplast outer membrane [GO:0009707],5,2,0.9187592499485226,0.9677508226611566,0.4,Q94EH2/Q9FK13,CC
pollen tube [GO:0090406],13,1,0.2530826432926323,0.9677508226611566,0.077,Q94FL7,CC
"cortical microtubule, transverse to long axis [GO:0010005]",3,3,0.9990134706993136,0.9990134706993136,1,Q9C9X0/Q9SJW3/Q9T041,CC
phragmoplast [GO:0009524],13,3,0.8667190357284464,0.9677508226611566,0.231,Q9C9X0/Q9FF75/Q9SJW3,CC
spindle [GO:0005819],11,1,0.31284964745029664,0.9677508226611566,0.091,Q9C9X0,CC
cytoskeleton [GO:0005856],7,1,0.4777379343520385,0.9677508226611566,0.143,Q9FF75,CC
nuclear envelope [GO:0005635],8,1,0.42979634535534617,0.9677508226611566,0.125,Q9FF75,CC
nuclear inner membrane [GO:0005637],1,1,0.9,0.9677508226611566,1,Q9FF75,CC
nucleoplasm [GO:0005654],11,2,0.6973575940372536,0.9677508226611566,0.182,Q9FN02/Q9FFG0,CC
elongator holoenzyme complex [GO:0033588],2,1,0.8099549774887447,0.9677508226611566,0.5,Q9FNA4,CC
extracellular space [GO:0005615],5,1,0.5901615210685075,0.9677508226611566,0.2,Q9LNN7,CC
nucleosome [GO:0000786],6,1,0.5309974588060002,0.9677508226611566,0.167,Q9LZT0,CC
cytosolic ribosome [GO:0022626],28,2,0.21306708279354258,0.9677508226611566,0.071,Q9MAM3/Q9T051,CC
preprophase band [GO:0009574],2,1,0.8099549774887447,0.9677508226611566,0.5,Q9SJW3,CC
spindle microtubule [GO:0005876],1,1,0.9,0.9677508226611566,1,Q9SJW3,CC
nucleolus [GO:0005730],51,3,0.10093866433879084,0.9677508226611566,0.059,Q9SKD9/F4K4Y5/Q9LUG5,CC
Cul4-RING E3 ubiquitin ligase complex [GO:0080008],3,1,0.7288784031655469,0.9677508226611566,0.333,Q9XF57,CC
peroxisomal matrix [GO:0005782],4,1,0.6558810668445103,0.9677508226611566,0.25,Q9XF57,CC
Golgi medial cisterna [GO:0005797],6,1,0.5309974588060002,0.9677508226611566,0.167,Q9XGM8,CC
Golgi membrane [GO:0000139],55,7,0.6918357243521978,0.9677508226611566,0.127,Q9XGM8/Q8RXE1/Q9LPU2/O49323/Q6NMI3/Q9CAA0/Q9FVV6,CC
trans-Golgi network [GO:0005802],18,2,0.4492869608337825,0.9677508226611566,0.111,Q9XGM8/Q9FY61,CC
ribonucleoprotein complex [GO:1990904],14,1,0.22760879897530628,0.9677508226611566,0.071,Q9ZUU4,CC
stromule [GO:0010319],4,1,0.6558810668445103,0.9677508226611566,0.25,Q9ZUU4,CC
thylakoid [GO:0009579],15,1,0.20468746977336205,0.9677508226611566,0.067,Q9ZUU4,CC
plastoglobule [GO:0010287],4,1,0.6558810668445103,0.9677508226611566,0.25,Q9ZVN2,CC
histone deacetylase complex [GO:0000118],2,1,0.8099549774887447,0.9677508226611566,0.5,C0SUW7,CC
centriole [GO:0005814],1,1,0.9,0.9677508226611566,1,O23184,CC
extracellular region [GO:0005576],132,8,0.036016451994338006,0.9677508226611566,0.061,O23244/O48711/Q96519/Q9FY78/F4JA91/O23020/Q8RWC5/Q9SF94,CC
actin cytoskeleton [GO:0015629],2,1,0.8099549774887447,0.9677508226611566,0.5,O49606,CC
cyclin-dependent protein kinase holoenzyme complex [GO:0000307],1,1,0.9,0.9677508226611566,1,Q39071,CC
late endosome [GO:0005770],7,1,0.4777379343520385,0.9677508226611566,0.143,Q93VM8,CC
mitochondrial outer membrane [GO:0005741],5,2,0.9187592499485226,0.9677508226611566,0.4,Q94CK3/Q9FKM2,CC
peroxisomal membrane [GO:0005778],4,1,0.6558810668445103,0.9677508226611566,0.25,Q94CK3,CC
peroxisome [GO:0005777],27,2,0.23057221304574094,0.9677508226611566,0.074,Q94CK3/Q6NMB0,CC
mitochondrial matrix [GO:0005759],12,2,0.6588874676567587,0.9677508226611566,0.167,Q94K73/Q9FLE4,CC
pore complex [GO:0046930],2,1,0.8099549774887447,0.9677508226611566,0.5,Q9FKM2,CC
early endosome [GO:0005769],6,2,0.8859818323810424,0.9677508226611566,0.333,Q9FY61/F4JKQ7,CC
side of membrane [GO:0098552],27,2,0.23057221304574094,0.9677508226611566,0.074,Q9FY78/O22194,CC
mitochondrial inner membrane [GO:0005743],29,3,0.43353230335317794,0.9677508226611566,0.103,Q9SBB2/Q9FLE4/Q9SRP6,CC
secretory vesicle [GO:0099503],14,1,0.22760879897530628,0.9677508226611566,0.071,Q9ZVA2,CC
ribonuclease MRP complex [GO:0000172],1,1,0.9,0.9677508226611566,1,Q9ZW76,CC
ribonuclease P complex [GO:0030677],1,1,0.9,0.9677508226611566,1,Q9ZW76,CC
trans-Golgi network membrane [GO:0032588],3,1,0.7288784031655469,0.9677508226611566,0.333,F4JN05,CC
"RNA polymerase II, core complex [GO:0005665]",4,1,0.6558810668445103,0.9677508226611566,0.25,O81097,CC
RNA polymerase V complex [GO:0000419],3,1,0.7288784031655469,0.9677508226611566,0.333,O81097,CC
P-body [GO:0000932],7,2,0.8505546055297721,0.9677508226611566,0.286,Q6ICX4/Q9FH22,CC
Golgi transport complex [GO:0017119],3,1,0.7288784031655469,0.9677508226611566,0.333,Q6NMI3,CC
COPI-coated vesicle membrane [GO:0030663],1,1,0.9,0.9677508226611566,1,Q9CAA0,CC
membrane coat [GO:0030117],1,1,0.9,0.9677508226611566,1,Q9CAA0,CC
COPII vesicle coat [GO:0030127],4,1,0.6558810668445103,0.9677508226611566,0.25,Q9LUG1,CC
chloroplast membrane [GO:0031969],18,1,0.14881639442070116,0.9677508226611566,0.056,Q9LZB8,CC
cytoplasmic vesicle membrane [GO:0030659],4,1,0.6558810668445103,0.9677508226611566,0.25,Q9M115,CC
RNA polymerase I complex [GO:0005736],1,1,0.9,0.9677508226611566,1,Q9SVY0,CC
transcription factor TFIID complex [GO:0005669],1,1,0.9,0.9677508226611566,1,Q9SYZ9,CC
clathrin-coated pit [GO:0005905],4,1,0.6558810668445103,0.9677508226611566,0.25,Q9LVD8,CC
clathrin-coated vesicle [GO:0030136],5,1,0.5901615210685075,0.9677508226611566,0.2,Q9LVD8,CC
calcium ion binding [GO:0005509],31,7,0.9705394934775764,0.9724330247766914,0.226,A4GNA8/O49717/Q38870/Q9M092/Q9T051/O23184/Q9ZQE6,MF
phosphatidylserine decarboxylase activity [GO:0004609],1,1,0.9,0.9306818181818183,1,A4GNA8,MF
calmodulin-lysine N-methyltransferase activity [GO:0018025],1,1,0.9,0.9306818181818183,1,F4JNX3,MF
ATP binding [GO:0005524],248,23,0.3074277587190586,0.9306818181818183,0.093,O49717/O49840/P42644/P84634/Q38870/Q6STH5/Q93Z30/Q944Q0/Q945K7/Q9LFL6/Q9M092/O04533/O81292/O82359/P41377/Q8VZJ9/Q94K73/Q9M0F9/Q9SBB2/Q9SLI2/F4HPP7/Q9LZB8/Q9STK6,MF
calcium-dependent protein serine/threonine kinase activity [GO:0009931],1,1,0.9,0.9306818181818183,1,O49717,MF
calcium/calmodulin-dependent protein kinase activity [GO:0004683],1,1,0.9,0.9306818181818183,1,O49717,MF
calmodulin binding [GO:0005516],19,3,0.7057178201111427,0.9306818181818183,0.158,O49717/Q9LD40/Q8H181,MF
histone H2AS1 kinase activity [GO:0044024],63,9,0.8285024247994726,0.9306818181818183,0.143,O49717/O49840/Q38870/Q944Q0/O04533/O81292/Q8VZJ9/Q9SLI2/Q9STK6,MF
protein serine kinase activity [GO:0106310],77,10,0.7649257464540355,0.9306818181818183,0.13,O49717/O49840/Q38870/Q944Q0/Q9M092/O04533/O81292/Q8VZJ9/Q9SLI2/Q9STK6,MF
DNA binding [GO:0003677],135,16,0.7311298924691814,0.9306818181818183,0.119,O82230/Q38847/Q38874/Q94C69/Q94F88/Q94FL7/Q9LZK4/Q9LZT0/F4HNU8/Q9FFG0/F4K4Y5/Q9FGP8/Q9LG02/Q9SVU7/Q9SVY0/Q9C7P4,MF
NAD+-protein poly-ADP-ribosyltransferase activity [GO:0003950],2,1,0.8099549774887447,0.9306818181818183,0.5,O82289,MF
GTP binding [GO:0005525],28,2,0.21306708279354258,0.9306818181818183,0.071,P31582/Q9FLE4,MF
GTPase activity [GO:0003924],21,2,0.3633040717617857,0.9306818181818183,0.095,P31582/Q9FLE4,MF
helicase activity [GO:0004386],11,1,0.31284964745029664,0.9306818181818183,0.091,P84634,MF
metal ion binding [GO:0046872],243,22,0.266051458885433,0.9306818181818183,0.091,P84634/Q52K88/Q6STH5/Q9FGS4/Q9FN02/Q9XGM8/F4J1H7/O23244/Q56Y85/Q96519/Q9LQN6/Q9M0F9/O81716/Q84TF5/Q8S904/Q9FH22/Q9SRP6/Q9SVY0/O22704/Q8L8C0/Q9C5K7/Q9C7P4,MF
ribonuclease III activity [GO:0004525],2,1,0.8099549774887447,0.9306818181818183,0.5,P84634,MF
RNA binding [GO:0003723],52,2,0.026901492148317052,0.9306818181818183,0.038,P84634/Q38874,MF
fumarate hydratase activity [GO:0004333],1,1,0.9,0.9306818181818183,1,P93033,MF
DNA-binding transcription factor activity [GO:0003700],157,16,0.49042545284661876,0.9306818181818183,0.102,Q38847/Q38874/Q94FL7/Q9C9L2/Q9LZK4/Q9M1R4/Q9SKD9/Q9LDL7/Q9SZ06/P49592/Q38840/Q8H181/Q9C8N7/Q9FGP8/Q9LG02/Q9SVU7,MF
protein homodimerization activity [GO:0042803],30,4,0.6476218173821695,0.9306818181818183,0.133,Q38847/Q38874/Q94EH2/Q9FGS4,MF
RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977],7,2,0.8505546055297721,0.9306818181818183,0.286,Q38847/Q38840,MF
sequence-specific DNA binding [GO:0043565],36,2,0.11044423297446337,0.9306818181818183,0.056,Q38847/Q9SKD9,MF
"DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]",10,1,0.3478049153218383,0.9306818181818183,0.1,Q38874,MF
"acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]",2,1,0.8099549774887447,0.9306818181818183,0.5,Q4VCM1,MF
phosphatidate-sterol O-acyltransferase activity [GO:0080096],1,1,0.9,0.9306818181818183,1,Q4VCM1,MF
phosphatidylcholine-sterol O-acyltransferase activity [GO:0004607],1,1,0.9,0.9306818181818183,1,Q4VCM1,MF
phosphatidylethanolamine-sterol O-acyltransferase activity [GO:0080095],1,1,0.9,0.9306818181818183,1,Q4VCM1,MF
bis(5'-adenosyl)-pentaphosphatase activity [GO:0034432],1,1,0.9,0.9306818181818183,1,Q52K88,MF
hydrolase activity [GO:0016787],16,1,0.18406404712617197,0.9306818181818183,0.062,Q52K88,MF
ATP-dependent FeS chaperone activity [GO:0140663],2,1,0.8099549774887447,0.9306818181818183,0.5,Q6STH5,MF
iron-sulfur cluster binding [GO:0051536],4,2,0.9478704121286554,0.9637565084213143,0.5,Q6STH5/Q8L8C0,MF
methyltransferase activity [GO:0008168],5,1,0.5901615210685075,0.9306818181818183,0.2,Q84JF5,MF
protein domain specific binding [GO:0019904],7,1,0.4777379343520385,0.9306818181818183,0.143,Q84MB5,MF
serine-type endopeptidase activity [GO:0004252],18,3,0.7341781957484285,0.9306818181818183,0.167,Q84MB5/Q9C9C0/F4JA91,MF
"oxidoreductase activity, acting on iron-sulfur proteins as donors [GO:0016730]",2,1,0.8099549774887447,0.9306818181818183,0.5,Q8GYC7,MF
adenosine nucleosidase activity [GO:0047622],1,1,0.9,0.9306818181818183,1,Q8RY23,MF
inosine nucleosidase activity [GO:0047724],1,1,0.9,0.9306818181818183,1,Q8RY23,MF
sodium:proton antiporter activity [GO:0015385],1,1,0.9,0.9306818181818183,1,Q8S396,MF
3-hydroxyacyl-CoA dehydratase activity [GO:0018812],1,1,0.9,0.9306818181818183,1,Q8VZB2,MF
very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase activity [GO:0102158],1,1,0.9,0.9306818181818183,1,Q8VZB2,MF
protein kinase activity [GO:0004672],28,3,0.4581389063243213,0.9306818181818183,0.107,Q93Z30/Q944Q0/Q9STK6,MF
protein serine/threonine/tyrosine kinase activity [GO:0004712],2,1,0.8099549774887447,0.9306818181818183,0.5,Q93Z30,MF
alpha-tubulin binding [GO:0043014],1,1,0.9,0.9306818181818183,1,Q941D6,MF
beta-tubulin binding [GO:0048487],2,1,0.8099549774887447,0.9306818181818183,0.5,Q941D6,MF
deacetylase activity [GO:0019213],1,1,0.9,0.9306818181818183,1,Q941D6,MF
histone deacetylase activity [GO:0004407],2,1,0.8099549774887447,0.9306818181818183,0.5,Q941D6,MF
protein lysine deacetylase activity [GO:0033558],1,1,0.9,0.9306818181818183,1,Q941D6,MF
protein phosphatase 2A binding [GO:0051721],1,1,0.9,0.9306818181818183,1,Q941D6,MF
tubulin deacetylase activity [GO:0042903],1,1,0.9,0.9306818181818183,1,Q941D6,MF
zinc ion binding [GO:0008270],77,4,0.04092686727039996,0.9306818181818183,0.052,Q941D6/Q945K7/Q94C69/Q9LUG1,MF
identical protein binding [GO:0042802],19,1,0.13379960386361733,0.9306818181818183,0.053,Q944Q0,MF
isocitrate dehydrogenase (NAD+) activity [GO:0004449],1,1,0.9,0.9306818181818183,1,Q945K7,MF
magnesium ion binding [GO:0000287],14,1,0.22760879897530628,0.9306818181818183,0.071,Q945K7,MF
NAD binding [GO:0051287],8,2,0.8133290573288844,0.9306818181818183,0.25,Q945K7/Q9CA90,MF
carbohydrate binding [GO:0030246],33,4,0.5765573953672408,0.9306818181818183,0.121,Q945P1/O04533/O81292/Q9ZVA2,MF
CYP79F1 dihomomethionine monooxygenase activity [GO:0103096],1,1,0.9,0.9306818181818183,1,Q949U1,MF
CYP79F1 trihomomethionine monooxygenase activity [GO:0103097],1,1,0.9,0.9306818181818183,1,Q949U1,MF
heme binding [GO:0020037],28,6,0.9462797322770149,0.9637565084213143,0.214,Q949U1/O64697/Q96519/Q9FIB0/Q9SCN2/O22704,MF
iron ion binding [GO:0005506],18,5,0.9724330247766914,0.9724330247766914,0.278,Q949U1/O64697/P56756/Q9FIB0/Q9SCN2,MF
"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]",1,1,0.9,0.9306818181818183,1,Q949U1,MF
mRNA binding [GO:0003729],88,6,0.11005069476554863,0.9306818181818183,0.068,Q94C69/Q9ZUU4/P41377/Q6ICX4/A3KPF8/O64624,MF
chromatin binding [GO:0003682],10,1,0.3478049153218383,0.9306818181818183,0.1,Q94F88,MF
DNA (cytosine-5-)-methyltransferase activity [GO:0003886],3,1,0.7288784031655469,0.9306818181818183,0.333,Q94F88,MF
"DNA (cytosine-5-)-methyltransferase activity, acting on CpN substrates [GO:0051719]",1,1,0.9,0.9306818181818183,1,Q94F88,MF
ubiquitin protein ligase binding [GO:0031625],7,1,0.4777379343520385,0.9306818181818183,0.143,Q94F88,MF
transcription cis-regulatory region binding [GO:0000976],65,8,0.6783992965546672,0.9306818181818183,0.123,Q9C9L2/Q9M1R4/Q9SKD9/C0SUW7/Q9LDL7/Q9SZ06/P49592/Q9C8N7,MF
microtubule binding [GO:0008017],20,2,0.3904570973930197,0.9306818181818183,0.1,Q9C9X0/Q9T041,MF
glyoxylate reductase (NADPH) activity [GO:0030267],1,1,0.9,0.9306818181818183,1,Q9CA90,MF
